ID,Name,Acronym,Category,Subcategory,Phone (raw),Phone (normalized),Phone (display),Email,Website,Address,Tags,Priority,Verified,Description,Source Note,PII Pass Notes,Created At,Updated At
cms8ta9x800loomm13gxfkdab,"Arizona DES – Food, Cash and Medical Assistance",,,Arizona State Programs,855-432-7587,8554327587,(855) 432-7587,,https://www.healthearizonaplus.gov,,"Arizona DES, SNAP, Nutrition Assistance, Cash Assistance, Medical Assistance",0,true,"Arizona application and support resource for Nutrition Assistance, Cash Assistance, and Medical Assistance through Health-e-Arizona Plus.",Live-verified 2026-08-03 via Arizona DES and Health-e-Arizona Plus. Phone 855-432-7587 confirmed. Removed malformed citation text and the unsupported WIC reference.,Malformed description repaired; official application website added.,2026-07-31T10:40:33.213Z,2026-08-03T09:16:04.317Z
cms8ta9zu00oiomm1jgi8h7p3,AHCCCS Non-Emergency Medical Transportation,NEMT,MEDICAID_TRANSPORTATION,TRANSPORTATION,,,,,https://www.azahcccs.gov/PlansProviders/RatesAndBilling/ProviderManuals/NEMT.html,,"AHCCCS, NEMT, Medicaid, medical transportation, Arizona",0,true,"AHCCCS coverage information for medically necessary non-emergency transportation to and from covered services for eligible members who cannot provide or arrange transportation. Members arrange rides through their AHCCCS health plan; this is coverage guidance, not a transportation company.","Live-verified 2026-08-03 via AHCCCS. Replaced the unusable generic 'Free, non' placeholder with the named state coverage resource and an explicit access pathway.",Invalid placeholder fully replaced; no direct ride-booking phone is represented.,2026-07-31T10:40:33.306Z,2026-08-03T09:16:04.317Z
cms8ta9t900gtomm1jk8r79f5,GoFundMe,,,CSV_RESOURCE,,,,,https://www.gofundme.com,,"master_extract, csv_resource",0,true,"Peer-to-peer crowdfunding platform for personal medical, legal, housing, or survival emergencies. | https://www.gofundme.com",Live-verified: https://www.gofundme.com | Active and trusted platform.,"Website normalized: ""https://www.gofundme.com/"" → https://www.gofundme.com",2026-07-31T10:40:33.069Z,2026-08-03T08:59:12.909Z
cms8ta9le0090omm1tbxfsqz0,Greater National Advocates,,,,,,,,https://gnanow.org,,"Greater National Advocates, patient advocates",0,true,"Nation's largest directory of Independent Patient Advocates. Nonprofit that answers only to patients, not hospitals or insurers.",Live-verified: https://gnanow.org (CSV listed greaternationaladvocates.org which redirects).,"Website normalized: ""greaternationaladvocates.org"" → https://greaternationaladvocates.org",2026-07-31T10:40:32.787Z,2026-08-03T08:59:12.909Z
cms8ta9lt009momm1ycr9s3u2,Healing & C-PTSD,,,,,,,info@healingandcptsd.com,https://www.healingandcptsd.com,,"Healing and C-PTSD, complex trauma, survivor community, Community Hub, peer support",0,true,"Survivor-led complex-trauma platform offering education, resources, peer connection, and a private Community Hub with support spaces, survivor-led circles, live events, and workshops.",Live-verified 2026-08-03: https://www.healingandcptsd.com and https://www.healingandcptsd.com/hub | Separate Community record merged because the Hub is part of the same ecosystem.,Main platform and Community Hub consolidated into one record.,2026-07-31T10:40:32.801Z,2026-08-03T09:16:04.317Z
cms8ta9lh0094omm169ikqv9c,Health Consumer Alliance,,,,888-804-3536,8888043536,(888) 804-3536,,https://healthconsumer.org,,"Health Consumer Alliance, California, health care",0,true,California coalition of organizations assisting health-care consumers. Provides free over-the-phone or in-person assistance with health coverage problems.,Live-verified: https://healthconsumer.org | Phone 888-804-3536 confirmed.,"Phone normalized: ""888-804-3536"" → 8888043536 | Website normalized: ""healthconsumer.org"" → https://healthconsumer.org",2026-07-31T10:40:32.790Z,2026-08-03T08:59:12.909Z
cms8ta9r000efomm1q8qqxljp,HealthWell Foundation,,,MEDICAL SUPPORT,800-675-8416,8006758416,(800) 675-8416,,https://www.healthwellfoundation.org,,"final_help_list, medical support, must_get",0,true,"Provides financial assistance for eligible copayments, premiums, deductibles, and other covered costs to underinsured patients with qualifying diseases.",Live-verified 2026-08-03: https://www.healthwellfoundation.org | Official assistance phone added; time-sensitive charity ranking removed.,Official name and phone added; volatile Forbes ranking removed.,2026-07-31T10:40:32.989Z,2026-08-03T09:16:04.317Z
cms8ta9lc008womm1xbq2d9q0,Hearing Voices Network USA,,,,,,,,https://hearingvoicesusa.org,,"Hearing Voices Network, peer support",0,true,"Peer-support network for people who hear voices. Founded in 2010, part of an international network.",Live-verified: https://hearingvoicesusa.org | Active 2026 groups.,"Website normalized: ""hearingvoicesusa.org"" → https://hearingvoicesusa.org",2026-07-31T10:40:32.784Z,2026-08-03T08:59:12.909Z
cms8ta9lm009bomm13k987fta,Long COVID Alliance,,,,,,,,https://longcovidalliance.org,,"Long COVID Alliance, patient advocacy",0,true,"Coalition of over 1,000 Long COVID & Associated Conditions organizations and individuals across advocacy, education, federal policy, and scientific research. Membership is free and always open.",Live‑verified 2026‑08‑03,normalized,2026‑07‑31T10:40:32.795Z,2026‑07‑31T10:40:32.795Z
cms8ta9ob00c0omm18kalx1f0,Lyme Treatment Foundation,,,,,,,info@lymetreatmentfoundation.org,https://lymetreatmentfoundation.org,,,0,true,"Grant recipients may receive up to $4,000 USD to cover treatment costs with a Lyme literate physician (blood tests and long‑term treatment). **UNVERIFIED CLAIM:** CSV stated ""infrastructure/RV housing if needed for care"" – this is NOT supported by the official foundation website; grants are explicitly for treatment costs only.",Live‑verified 2026‑08‑03; website added; infrastructure claim unverified,normalized,2026‑07‑31T10:40:32.891Z,2026‑07‑31T10:40:32.891Z
cms8ta9ta00gvomm1rwsj0ni2,Lyme Warrior Medical Grants,,,,,,,,https://lymewarrior.us,,,0,true,"Nationwide nonprofit providing treatment grants ($500 only; CSV claimed $500‑$2,000 – **$2,000 upper limit is FALSE**). Funds must be used for Lyme disease treatment (traditional or alternative). Applications open when funds available; $60,000+ in patient assistance provided.",Live‑verified 2026‑08‑03; website added; amount correction,normalized,2026‑07‑31T10:40:33.070Z,2026‑07‑31T10:40:33.070Z
cms8ta9wd00kgomm1dpvzspfy,MAPS Phase 3 MDMA‑Assisted Therapy PTSD Trial (NCT04873056),,,,,,,,https://maps.org,,,0,true,"Phase 3 randomized, double‑blind, placebo‑controlled study of MDMA‑assisted therapy for severe PTSD (NCT04873056). Primary endpoint: 67% of MDMA group no longer met PTSD criteria vs. 32% placebo. MAPP2 fully enrolled; results published in Nature Medicine. 15 sites across US, Canada, Israel. Travel may be covered.",Live‑verified 2026‑08‑03; website added,normalized,2026‑07‑31T10:40:33.182Z,2026‑07‑31T10:40:33.182Z
cms8ta9lu009pomm12mj05fjg,MaleSurvivor,,,,,,,,https://malesurvivor.org,,"MaleSurvivor, male survivors, sexual abuse",0,true,"501(c)(3) nonprofit committed to preventing, healing, and eliminating all forms of sexual victimization of boys and men. Founded 1995; international membership of over 15,000 registered members from 200+ countries. EIN 41‑1831829.",Live‑verified 2026‑08‑03,normalized,2026‑07‑31T10:40:32.803Z,2026‑07‑31T10:40:32.803Z
cms8ta9l9008qomm1o6bhg1ms,MindFreedom International,,,,541‑345‑9106; 1‑877‑623‑7743,5413459106|8776237743,(541) 345‑9106; (877) 623‑7743,office@mindfreedom.org,https://mindfreedom.org,"454 Willamette, Suite 216, P.O. Box 11284, Eugene, OR 97440‑3484","MindFreedom, psychiatric survivors, human rights",0,true,"Unites 100+ grassroots groups to win human rights and alternatives for people labeled with psychiatric disabilities. Goals: abolish forced treatment, ensure autonomy, dignity, and choice.",Live‑verified 2026‑08‑03; phone/email/address added,normalized,2026‑07‑31T10:40:32.781Z,2026‑07‑31T10:40:32.781Z
cms8ta9sv00g9omm1swvfgygc,NAACP / Leslie’s $5K Disability‑Owned Business Grant,,,,,,,,https://naacp.org/find-resources/grants/naacp-and-leslies-inc-certification-boost-grant,,,0,true,"17 one‑time $5,000 grants for disability‑owned businesses (≥51% owned/controlled by one or more persons with a disability). Eligible states: AZ, CA, FL, GA, TX. Funds cover legal/consulting fees for certification applications (Disability‑Owned Business Enterprise – DOBE). **NOT** for personal use, debt consolidation, marketing, payroll, or fixed assets. **CRITICAL CORRECTION:** CSV listed wrong URL (nationalsafeparents.org) – corrected to NAACP official page.",Live‑verified 2026‑08‑03; URL corrected; details updated,normalized,2026‑07‑31T10:40:33.055Z,2026‑07‑31T10:40:33.055Z
cms8ta9vk00j2omm1s17u276n,NAMI Arizona,,,,602‑244‑8166,6022448166,(602) 244‑8166,,https://namiaz.org,"5025 E Washington St Suite 112, Phoenix, AZ 85034‑7438",,0,true,"State office of NAMI (National Alliance on Mental Illness) for Arizona / NAMI Valley of the Sun. Provides support groups, educational programs, and local service referrals for families dealing with mental health issues in Maricopa County.",Live‑verified 2026‑08‑03,normalized,2026‑07‑31T10:40:33.152Z,2026‑07‑31T10:40:33.152Z
cms8ta9la008somm1e5s88w2m,National Association for Rights Protection and Advocacy,NARPA,,,,,,,https://narpa.org,,"NARPA, rights protection, advocacy",0,false,Advocacy association for rights protection in mental health.,Website verified: https://narpa.org. Missing verified contact (phone/email/contact form). UNVERIFIED — not actionable.,,2026-07-31T10:40:32.782Z,2026-07-31T10:40:32.782Z
cms8ta9vp00jeomm1fjx0woch,NATIVE HEALTH Phoenix,,,,602‑279‑5262,6022795262,(602) 279‑5262,,https://www.nativehealthphoenix.org,"4041 N Central Ave Bldg C, Phoenix, AZ 85012",,0,true,"Federally Qualified Health Center and Urban Indian Health Program. Provides primary medical, dental, behavioral health, WIC, and legal assistance. Main line verified.",Live‑verified 2026‑08‑03,normalized,2026‑07‑31T10:40:33.158Z,2026‑07‑31T10:40:33.158Z
cms8ta9sq00g2omm1s6itq8dl,NDRN,,,"Disability-rights lane — keep, but use only for disability-rights angle",,,,,,,"verified, functional map",0,false,Mental-health disability civil-rights litigation/policy advocacy. | Use: Mental-health disability civil-rights language / systemic legal-policy angle.,Website verified: https://ndrn.org. Missing verified contact (phone/email/contact form). UNVERIFIED — not actionable.,,2026-07-31T10:40:33.050Z,2026-07-31T10:40:33.050Z
cms8ta9lq009homm1eyprcv3e,National Center for PTSD,,,,,,,,https://ptsd.va.gov,,"National Center for PTSD, VA",0,false,VA National Center for PTSD.,Website verified: https://www.ptsd.va.gov. Missing verified contact (phone/email/contact form). UNVERIFIED — not actionable.,,2026-07-31T10:40:32.798Z,2026-07-31T10:40:32.798Z
cms8ta9l1008bomm11jg9es2f,National Disability Rights Network,NDRN,,,,,,,https://ndrn.org,,"NDRN, disability rights, protection and advocacy",0,false,National membership organization of the protection and advocacy (P&A) system for people with disabilities.,Website verified: https://ndrn.org. Missing verified contact (phone/email/contact form). UNVERIFIED — not actionable.,,2026-07-31T10:40:32.773Z,2026-07-31T10:40:32.773Z
cms8ta9lb008uomm12uztxs8x,National Empowerment Center,,,,,,,,https://power2u.org,,"National Empowerment Center, recovery, mental health",0,false,Recovery-oriented mental-health empowerment center.,Website verified: https://power2u.org. Missing verified contact (phone/email/contact form). UNVERIFIED — not actionable.,,2026-07-31T10:40:32.783Z,2026-07-31T10:40:32.783Z
cms8ta9yp00mwomm1j14qr1wk,Nazcare Warm Line (statewide),,,Nonprofit & Community Support,1-888-404-5530,8884045530,(888) 404-5530,,https://www.nazcare.org,,"master_extract, nonprofit & community support",0,true,1-888-404-5530【8†L53-L60】 (evenings and weekends for mental health support).,Phone normalized: 1-888-404-5530 → 8884045530. Website added: https://www.nazcare.org. Verified contact (phone).,"Phone normalized: ""1-888-404-5530"" → 8884045530",2026-07-31T10:40:33.266Z,2026-07-31T10:40:33.266Z
cms8ta9r700epomm196qvwz4j,"NeedyMeds National directory of patient assistance programs, co",,,MEDICAL SUPPORT,1-800-503-6897,8005036897,(800) 503-6897,info@needymeds.org,https://www.needymeds.org,,"final_help_list, medical support, must_get",0,true,"NeedyMeds National directory of patient assistance programs, co-pay relief, and other aid for prescription drugs, medical supplies, and treatment-related costs. Live reps available M–F 9 AM–5 PM ET. Website: https://www.needymeds.org/",Phone: 1-800-503-6897 (M-F 9AM-5PM ET). Email: info@needymeds.org. Website: https://www.needymeds.org. Verified.,"Phone normalized: ""1-800-503-6897"" → 8005036897 | Email normalized: ""info@needymeds.org"" → info@needymeds.org",2026-07-31T10:40:32.996Z,2026-07-31T14:33:48.992Z
cms8ta9ls009lomm1jh454jzr,Out of the Storm,,,,,,,,https://www.outofthestorm.website,,"Out of the Storm, CPTSD, support",0,false,Support community for CPTSD survivors.,Website added: https://www.outofthestorm.website. Missing verified contact (phone/email/contact form). UNVERIFIED — not actionable.,,2026-07-31T10:40:32.801Z,2026-07-31T10:40:32.801Z
cms8ta9ln009domm1xbssac8w,PTSD Foundation of America,,,,,,,,https://ptsdusa.org,,"PTSD Foundation of America, veterans, PTSD",0,false,National organization supporting veterans and others with PTSD.,Website verified: https://ptsdusa.org. Missing verified contact (phone/email/contact form). UNVERIFIED — not actionable.,,2026-07-31T10:40:32.796Z,2026-07-31T10:40:32.796Z
cms8ta9vy00juomm1rbdrb3sl,Patient Advocate Foundation (PAF),PAF,,,866‑512‑3861,8665123861,(866) 512‑3861,help@patientadvocate.org,https://patientadvocate.org,,"Patient Advocate Foundation, PAF, case management",0,true,National nonprofit providing case-management and financial-aid services to patients.,Contact form also available; merged with PAN Foundation Mar 2026.,"Merged duplicate cms8ta9lg0092omm1gn59vk2w into this canonical target ID; verified website, phone, and email retained.",2026-07-31T10:40:33.166Z,2026-08-04T01:13:41.965Z
cms8ta9u800i9omm1adokad8n,Psychologytoday,,,LOCAL_RESOURCE_LINK,,,,,https://www.psychologytoday.com,,"master_extract, local_resource_link",0,true,Directory site; users contact individual providers through listing contact forms.,Contact form available on website; directory site (no single phone/email).,Verified directory root retained; no organization-wide phone or email represented.,2026-07-31T10:40:33.104Z,2026-08-04T01:13:41.965Z
cms8ta9vo00jcomm11s55nrom,RI International / Recovery Response Center,,,BEHAVIORAL_MEDICAL,602‑650‑1212,6026501212,(602) 650‑1212,,https://riinternational.com,"2701 N 16th St, Phoenix, AZ 85006","master_extract, behavioral_medical",0,true,Recovery Response Center facility in Phoenix. Verify current operating status before visiting.,Facility may be temporarily closed; verify before visiting.,"Verified website, phone, and address retained; closure warning added.",2026-07-31T10:40:33.157Z,2026-08-04T01:13:41.965Z
cms8ta9zk00o3omm1tuyxo35k,RareCare® Patient Assistance Programs (NORD),,,COMMUNITIES & ADVOCACY,General: 800‑999‑6673; Narcolepsy: 855‑202‑5826,8009996673|8552025826,General: (800) 999‑6673 | Narcolepsy: (855) 202‑5826,narcolepsy@rarediseases.org,https://rarediseases.org/patient-assistance-programs,,"master_extract, communities & advocacy",0,true,NORD RareCare patient-assistance programs; eligibility and contact channels vary by program.,Contact form and program-specific emails/phones available. Narcolepsy program example: narcolepsy@rarediseases.org.,General and narcolepsy phone numbers retained; program-specific example email stored as an email rather than prose.,2026-07-31T10:40:33.296Z,2026-08-04T01:13:41.965Z
cms8ta9wt00kzomm1u6sy5702,SAMHSA National Helpline,,,Federal Programs & National Hotlines,800‑662‑4357 (HELP) ; TTY 800‑487‑4889,8006624357|8004874889,(800) 662‑4357 (HELP) | TTY (800) 487‑4889,,https://www.samhsa.gov/find-help/national-helpline,,"master_extract, federal programs & national hotlines",0,true,24/7 confidential helpline for mental-health and substance-use information and treatment referrals.,24/7 confidential helpline; website has contact form.,Helpline and TTY numbers normalized; malformed legacy citation removed.,2026-07-31T10:40:33.197Z,2026-08-04T01:13:41.965Z
cms8ta9hi004gomm11ac2la85,Association of Family and Conciliation Courts,,,,(608) 664-3750,6086643750,(608) 664-3750,,https://www.afccnet.org,,,,true,VIABLE. Verified Contact Type: Website (Contact Form) / Phone. Verified Contact Data: https://www.afccnet.org / (608) 664-3750.,Viable. Verified domain `afccnet.org`; phone confirmed via website. Missing direct email address.,,,
cms8ta9sn00fyomm1cx2spf3h,BWJP,,,,(612) 824-8768,6128248768,(612) 824-8768,info@bwjp.org,https://bwjp.org,,,,true,VIABLE. Verified Contact Type: Website (Contact Form) / Phone / Email. Verified Contact Data: https://bwjp.org / (612) 824-8768 / info@bwjp.org.,Viable. Verified domain `bwjp.org`; phone and email confirmed via website.,,,
cms8ta9ud00igomm1anhv3d5b,Bay Area Legal Aid Santa Clara Office,,,,(408) 283-3700,4082833700,(408) 283-3700,,https://baylegal.org/resources/santa-clara-county-office/,,,,true,VIABLE. Verified Contact Type: Website (Office Page) / Phone. Verified Contact Data: https://baylegal.org/resources/santa-clara-county-office/ / (408) 283-3700.,Viable. Verified office page and phone. Missing direct email address.,,,
cms8taa1600pjomm1fvu9d24p,Brevard County FL Fathers Rights Movement (Facebook Group),,,,,,,,,,,,false,UNVERIFIED. Verified Contact Type: None. Verified Contact Data: None.,"UNVERIFIED — not actionable. Disqualified: no verified website, phone, email, or contact form; Facebook group only with redacted URL.",,,
cms8ta9gr0047omm1knk5t2br,California Protective Parents Association,,,,,,,,https://www.caprotectiveparents.org,,,,true,VIABLE. Verified Contact Type: Website (Contact Form). Verified Contact Data: https://www.caprotectiveparents.org.,Viable. Verified domain `caprotectiveparents.org` with active contact form. Missing direct phone and email address.,,,
cms8ta9gx004eomm15m3ytwjl,Center for Judicial Excellence,,,,(415) 444-6556,4154446556,(415) 444-6556,info@centerforjudicialexcellence.org,https://centerforjudicialexcellence.org,,,,true,VIABLE. Verified Contact Type: Website / Phone / Email. Verified Contact Data: https://centerforjudicialexcellence.org / (415) 444-6556 / info@centerforjudicialexcellence.org.,"Viable. Verified phone, email, and domain.",,,
cms8ta9wh00klomm1grgbk0ai,Center for Judicial Excellence (CJE),,,,(415) 444-6556,4154446556,(415) 444-6556,info@centerforjudicialexcellence.org,https://centerforjudicialexcellence.org,,,,true,VIABLE. Verified Contact Type: Website / Phone / Email. Verified Contact Data: https://centerforjudicialexcellence.org / (415) 444-6556 / info@centerforjudicialexcellence.org.,"Viable. Duplicate of Row 106; verified phone, email, and domain.",,,
cms8taa1b00ptomm1ki63fg04,Colorado Fathers Rights Movement (Facebook Group),,,,,,,,,,,,false,UNVERIFIED. Verified Contact Type: None. Verified Contact Data: None.,"UNVERIFIED — not actionable. Disqualified: no verified website, phone, email, or contact form; Facebook group only with redacted URL.",,,
cms8taa3p00s2omm1prjdda1g,"Community Legal Services (CLS, AZ)",,,,(602) 258-3434,6022583434,(602) 258-3434,info@clsaz.org,https://clsaz.org,,,,true,VIABLE. Verified Contact Type: Website / Phone / Email. Verified Contact Data: https://clsaz.org / (602) 258-3434 / info@clsaz.org.,"Viable. Verified phone, email, and domain.",,,
cms8ta9gu0049omm1v2jfjc6n,Connecticut Protective Moms,,,,,,,,https://www.connecticutprotectivemoms.org,,,,true,VIABLE. Verified Contact Type: Website (Contact Form). Verified Contact Data: https://www.connecticutprotectivemoms.org.,Viable. Verified domain with active contact form. Missing direct phone and email address.,,,
cms8ta9zv00okomm1jhofd34b,Trauma,,,,,,,,,,,,false,,"UNVERIFIED — not actionable: No specific organization; concept placeholder. No phone, email, or website in row or via external search.",,,
cms8ta9li0096omm1k9vfb0iq,U.S. Pain Foundation,,,,800-910-2462,8009102462,800-910-2462,contact@uspainfoundation.org,https://uspainfoundation.org,,,,true,,Verified phone and email from website.,,,
cms8ta9sx00gcomm13efic4qq,Valley Fever Center for Excellence Fund,,,,520-626-6517,5206266517,520-626-6517,,https://vfce.arizona.edu/about/support-center,,,,true,,Verified phone and website; contact form available on site.,,,
cms8ta9vr00jiomm1maquyzls,Valleywise Health (formerly MIHS),,,,602-344-5011,6023445011,602-344-5011,,https://valleywisehealth.org/contact,,,,true,,Verified phone and website.,,,
cms8ta9fs002romm1ila3he02,A New Leaf Domestic Violence Services,,,,480-890-3039; 844-723-3387,4808903039|8447233387,480-890-3039; 844-723-3387,,https://turnanewleaf.org,,,,true,,Verified phones and website; `anewleaf.org` redirects to `turnanewleaf.org`.,,,
cms8ta9g00031omm14mc6y84j,ACEs & DV Center,,,,,,,,,,,,false,,"UNVERIFIED — not actionable: No contact information (phone, email, website) and no matching organization found.",,,
cms8taa3000ryomm1iz83fufm,AHCCCS H2O Housing Program (AZ Medicaid),,,,855-814-4673,8558144673,855-814-4673,,https://www.azahcccs.gov/Resources/Grants/H2O.html,,,,true,,Verified phone and website.,,,
cms8ta9fw002xomm1wopim5uh,Alliance for HOPE International,,,,888-511-3522,8885113522,888-511-3522,,https://allianceforhope.org,,,,true,,Verified phone and website; `.com` redirects to canonical `.org`.,,,
cms8ta9fn002pomm1qmtmr6pl,Arizona Coalition to End Sexual and Domestic Violence (ACESDV),,,,602-279-2980,6022792980,602-279-2980,,https://acesdv.org,,,,true,,Verified phone and website.,,,
cms8taa1000p5omm1k482lrav,Arizona Domestic Violence Legal Assistance Project,,,,866-637-5341,8666375341,866-637-5341,,https://azlawhelp.org,,,,true,,Verified phone and website via external cross-reference; row itself lacked contact but resource is verifiable.,,,
cms8ta9wc00keomm17atucjdc,Arizona Domestic Violence Legal Assistance Project (DV-LAP),,,,(866) 637-5341,8666375341,(866) 637-5341,,https://www.azbf.org/domestic-violence-legal-assistance-project,,,,true,,Phone and website verified; added missing contact info.,,,
cms8ta9fd002aomm1bxp177xj,Arizona Domestic Violence Legal Assistance Project / AZLawHelp,,,,(866) 637-5341,8666375341,(866) 637-5341,,https://azlawhelp.org,,,,true,,Verified as provided.,,,
cms8ta9ff002eomm1gvrpgx1t,Battered Women’s Justice Project,,,,(800) 903-0111 x1,8009030111,(800) 903-0111 x1,,https://bwjp.org,,,,true,,Verified phone and website; added missing phone.,,,
cms8ta9uh00imomm1lx75v2y1,CASS East Valley Men's Center,,,,(480) 610-6722,4806106722,(480) 610-6722,,,,,,true,,Phone verified; website in CSV could not be verified and is omitted.,,,
cms8ta9xf00lxomm1jgshkvz8,Catholic Charities (Maricopa),,,,(602) 285-1999,6022851999,(602) 285-1999,,https://www.catholiccharitiesaz.org,,,,true,,Verified phone; added missing website.,,,
cms8ta9g6003comm1o6bxkl7j,Center for Trauma & Resilience,,,,(303) 894-8000,3038948000,(303) 894-8000,,https://traumahealth.org,,,,true,,Verified as provided.,,,
cms8ta9g10032omm10w39o420,Child Crisis Arizona,,,,(602) 273-7363,6022737363,(602) 273-7363,,https://childcrisisaz.org,,,,true,,Verified as provided.,,,
cms8ta9t300glomm1fvcwc38a,Chrysalis 360° trauma-informed programs,,,,(602) 944-4999,6029444999,(602) 944-4999,,https://chrysalisaz.org,,,,true,,Added verified 24‑hour hotline; website confirmed.,,,
cms8ta9vz00jwomm12y7adoqm,Circle the City (Phoenix Medical Housing),,,,(602) 258-8282,6022588282,(602) 258-8282,,https://circlethecity.org,,,,true,,Added verified phone and website; both were missing.,,,
cms8ta9g50039omm1flodofsz,DVSTOP / SAFEDVS,,,,(480) 890-3039,4808903039,(480) 890-3039,,https://www.turnanewleaf.org,,,,true,,Added verified 24‑hour hotline and website; both were missing.,,,
